index,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Cluster,Psych_Label
3145,3,18,2,2,1,1,NL,3,3,4,3,3,2,2,2,4,5,2,4,2,4,4,2,1,2,1,1,2,4,3,4,1,5,2,4,4,4,2,2,2,4,2,5,2,4,2,3,3,3,5,4,4,1,3,2,4,4.0,1,Striver
3146,3,21,2,2,1,2,PL,1,4,2,5,2,3,1,4,3,5,4,2,4,2,4,5,3,4,5,3,3,3,2,3,3,1,3,3,3,3,4,2,4,3,3,4,5,3,5,4,4,2,4,2,2,3,3,4,5,2.0,2,Internalizer
3147,4,20,2,1,1,1,IN,1,4,2,5,2,2,1,5,4,5,3,4,4,2,4,3,2,2,2,4,2,2,1,3,5,4,4,1,2,2,1,5,2,2,2,5,4,5,2,2,3,5,4,5,4,1,3,2,3,2.0,2,Internalizer
3148,13,42,1,2,1,1,US,2,4,5,5,2,4,2,2,2,5,1,4,4,3,1,1,3,1,1,1,1,5,1,4,2,4,2,4,4,4,5,1,5,1,5,2,5,1,5,3,2,3,4,5,4,2,2,1,4,4.0,3,Balanced
3149,3,20,1,1,1,2,US,3,2,4,4,4,1,4,4,2,5,1,2,2,2,2,4,2,2,4,2,2,5,4,4,1,4,2,3,4,4,4,3,4,1,2,2,4,2,2,4,4,2,4,1,4,4,4,4,4,4.0,3,Balanced
3150,3,38,1,1,1,1,US,3,4,2,4,2,4,2,4,2,4,5,2,4,1,4,4,2,2,4,4,2,2,2,3,4,3,4,3,3,3,3,3,3,4,2,4,4,2,4,3,4,4,3,3,3,3,4,3,4,3.0,2,Internalizer
3151,0,17,1,1,2,2,US,2,2,2,2,2,2,2,5,4,4,5,1,4,1,2,2,2,2,4,4,4,4,2,2,3,3,4,2,2,2,2,4,4,4,2,4,5,4,3,4,4,1,5,1,4,1,5,4,4,5.0,0,Reserved
3152,13,21,2,2,1,2,LK,5,2,5,4,4,5,3,2,4,4,4,5,5,3,5,5,4,4,5,3,4,3,1,4,1,5,3,4,5,4,4,2,5,4,2,1,3,4,5,4,4,4,4,3,5,2,2,4,4,4.0,1,Striver
3153,3,29,1,1,1,1,US,2,2,5,2,5,1,5,3,3,2,1,5,1,2,1,1,1,1,1,1,1,5,2,5,1,5,1,5,5,5,5,1,5,1,5,1,2,1,5,5,3,1,4,1,5,1,5,2,3,5.0,3,Balanced
3154,3,17,1,2,1,1,CA,3,2,1,3,1,3,1,2,3,5,3,3,5,3,5,5,5,5,5,2,3,2,5,1,4,1,3,1,2,3,2,5,5,5,1,3,4,5,1,3,4,3,5,3,3,1,3,3,5,3.0,0,Reserved
3155,3,32,1,2,1,2,US,2,3,3,4,3,2,4,2,2,4,4,3,4,1,4,4,4,4,4,4,1,4,2,5,1,5,2,4,5,4,4,3,2,3,3,2,4,2,4,4,5,1,5,1,4,1,4,4,5,4.0,1,Striver
3156,9,15,1,1,1,2,US,1,1,4,2,4,1,3,3,4,2,1,4,4,2,2,3,3,2,3,4,1,5,3,4,1,1,1,3,4,3,3,1,4,2,2,2,3,2,2,3,5,2,5,2,4,2,4,5,5,4.0,1,Striver
3157,3,64,1,1,1,2,US,2,3,3,3,3,2,2,3,3,3,4,1,4,2,4,4,4,4,5,4,3,3,4,3,2,3,4,2,3,2,2,4,2,4,2,4,3,4,2,4,4,1,4,1,3,2,4,4,4,4.0,2,Internalizer
3158,3,16,1,1,1,2,US,5,1,4,2,4,2,4,2,4,4,1,4,2,3,2,1,2,1,2,2,3,2,5,2,5,3,3,3,3,5,1,5,2,5,1,4,2,5,1,3,5,1,5,2,4,1,4,3,2,5.0,0,Reserved
3159,3,14,1,2,1,1,ZA,4,3,3,2,3,2,3,3,4,5,1,5,1,2,3,2,5,4,5,3,1,3,3,5,1,5,3,5,5,4,1,5,4,4,1,5,1,3,1,3,5,1,5,1,2,2,5,5,4,4.0,1,Striver
3160,3,59,1,1,1,2,US,4,2,4,1,4,1,2,2,5,2,1,2,1,4,1,3,3,2,4,2,1,5,1,5,1,4,1,4,4,5,3,4,2,3,2,5,2,1,2,3,5,1,5,1,4,1,5,5,5,5.0,3,Balanced
3161,3,16,1,2,1,2,US,3,2,3,3,3,2,4,4,4,2,2,5,2,2,1,2,2,2,4,2,2,4,2,4,2,2,2,4,4,4,2,2,3,4,1,4,3,3,2,3,2,2,5,2,3,2,2,1,2,3.0,0,Reserved
3162,3,23,1,2,1,1,US,3,2,3,3,3,3,4,4,3,4,3,3,4,3,3,2,4,2,5,2,2,4,3,3,3,3,2,3,4,3,4,4,4,2,1,1,5,2,3,4,4,2,5,3,3,1,5,3,4,3.0,3,Balanced
3163,3,53,2,1,1,1,CA,4,1,4,1,5,1,5,1,3,1,2,4,3,5,3,3,2,2,4,1,1,5,2,5,1,4,1,5,5,5,5,4,3,1,4,2,4,2,2,4,5,1,4,1,5,1,5,5,5,5.0,3,Balanced
3164,3,48,1,1,1,1,GB,1,4,1,5,2,4,1,5,1,5,5,1,5,1,5,3,5,5,1,5,1,4,1,5,1,5,2,4,5,4,3,4,4,4,2,4,3,2,2,4,5,1,5,1,3,1,3,5,5,3.0,2,Internalizer
3165,13,18,2,1,1,2,PK,5,4,2,5,3,4,2,1,4,2,5,3,2,4,5,3,4,3,3,3,5,4,1,3,3,2,2,3,3,5,1,4,4,4,3,2,1,1,5,3,2,3,3,3,3,3,2,2,3,4.0,2,Internalizer
3166,4,20,2,1,1,1,IN,2,5,2,5,3,5,1,5,1,5,3,1,5,1,4,4,2,2,5,5,3,3,3,3,4,3,4,2,2,3,4,1,3,3,2,4,4,3,2,3,4,1,5,2,5,1,5,3,5,5.0,2,Internalizer
3167,4,25,2,1,1,1,IN,4,5,4,2,3,5,3,5,5,5,4,4,4,5,5,5,5,5,3,3,2,4,1,5,5,4,3,5,4,5,3,5,3,4,4,4,4,4,5,5,1,4,3,1,3,4,5,1,5,5.0,1,Striver
3168,11,22,1,1,2,1,IN,2,4,3,2,2,4,2,2,3,4,4,3,2,3,4,4,3,2,4,4,3,3,3,3,3,4,4,2,3,4,2,4,2,3,3,4,2,3,3,4,3,4,2,3,3,2,2,2,4,3.0,2,Internalizer
3169,3,53,1,2,1,1,US,1,1,5,2,5,1,3,3,4,4,2,5,5,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,2,5,1,5,1,5,1,4,5.0,3,Balanced
3170,13,23,2,2,1,2,US,3,1,3,2,4,1,2,2,3,4,4,4,3,2,3,3,3,3,3,2,2,5,3,5,2,5,1,5,5,5,4,4,4,3,4,2,3,2,3,4,5,1,5,1,4,1,4,5,5,5.0,3,Balanced
3171,3,23,2,1,1,1,FR,3,3,4,3,1,4,4,2,5,4,3,5,4,5,2,4,5,4,4,5,1,4,5,5,2,4,2,4,5,3,4,5,3,4,3,4,4,3,4,4,4,2,5,2,3,2,4,5,5,4.0,1,Striver
3172,3,18,1,1,1,2,US,4,1,4,2,5,1,2,2,5,3,3,4,3,3,3,2,2,3,3,3,1,4,3,5,3,5,4,4,4,5,3,4,4,3,2,3,4,2,4,4,4,1,2,2,4,2,3,4,3,5.0,3,Balanced
3173,3,31,1,2,1,5,US,2,4,2,4,3,3,2,4,1,5,4,3,3,2,4,1,3,3,2,4,2,3,2,4,2,4,2,4,4,3,4,3,3,2,2,3,3,1,3,3,5,1,4,1,4,2,5,4,4,4.0,3,Balanced
3174,11,18,2,1,1,1,PH,2,4,4,5,2,5,2,5,4,5,1,5,1,2,5,5,5,4,5,5,5,2,4,5,5,2,4,5,2,2,2,4,2,2,2,4,5,1,1,2,2,2,4,1,2,2,2,2,5,4.0,2,Internalizer
3175,3,15,1,1,1,1,US,4,1,5,1,4,1,5,2,5,2,1,5,4,1,4,1,1,1,1,1,3,5,3,2,3,3,1,3,2,4,3,5,5,3,1,5,5,3,2,5,5,1,4,3,5,1,5,4,4,5.0,0,Reserved
3176,3,16,2,2,1,1,NO,3,2,3,4,4,4,3,4,3,5,3,3,5,4,5,2,5,5,4,3,4,5,3,4,2,2,2,4,2,3,2,2,4,2,2,3,5,3,2,3,5,3,3,4,4,4,4,5,4,3.0,0,Reserved
3177,13,18,1,2,1,5,GB,1,3,2,5,1,4,1,5,1,5,5,2,5,2,3,5,2,2,3,3,1,5,3,5,1,4,1,4,5,3,3,2,4,3,2,2,5,3,3,3,1,4,4,4,1,3,2,2,4,2.0,2,Internalizer
3178,3,50,1,2,1,3,US,1,3,1,2,3,3,1,5,1,5,5,1,5,1,5,5,5,5,5,5,1,1,1,5,4,5,2,3,5,3,5,3,5,2,2,1,5,4,4,5,5,1,5,3,3,1,5,5,5,2.0,2,Internalizer
3179,3,64,1,1,1,2,US,2,4,3,3,3,3,3,3,4,4,2,4,4,2,2,3,4,2,2,3,3,4,1,4,2,3,3,4,4,4,5,2,5,1,3,1,5,1,4,4,5,1,4,1,5,2,5,5,5,5.0,3,Balanced
3180,3,18,1,2,2,1,US,2,4,2,4,2,2,1,4,2,5,3,2,5,2,1,4,3,3,4,2,1,4,2,5,1,3,2,5,5,4,4,4,4,3,2,4,4,1,3,4,4,2,5,2,4,1,4,4,4,5.0,3,Balanced
3181,3,20,1,1,1,1,US,1,4,3,4,1,4,1,4,3,5,5,3,5,2,1,2,1,1,2,4,4,4,4,4,3,3,3,4,4,5,4,5,5,3,1,5,4,3,4,5,3,1,5,1,4,1,5,3,5,4.0,2,Internalizer
3182,12,18,2,2,2,5,GH,3,3,5,3,4,4,4,3,2,3,2,5,2,2,1,1,4,1,1,4,5,5,1,5,1,5,1,5,5,3,4,1,4,2,3,2,1,3,4,5,3,3,5,2,4,2,2,3,4,4.0,3,Balanced
3183,3,29,1,2,1,1,US,1,3,3,4,3,3,1,3,2,5,4,4,3,4,4,4,2,2,5,2,1,3,1,4,3,5,2,4,4,4,3,2,5,3,3,3,4,3,5,4,3,3,4,3,3,1,4,2,3,3.0,2,Internalizer
3184,3,21,1,2,1,1,US,2,2,4,3,4,2,3,3,4,3,2,4,2,3,2,2,2,1,2,2,2,5,3,4,3,3,2,4,3,4,2,3,3,2,1,2,3,4,1,4,5,1,4,2,4,2,4,4,3,4.0,3,Balanced
3185,3,19,1,2,1,5,US,2,2,3,4,3,3,3,4,2,4,2,4,3,2,3,1,2,2,4,2,4,2,2,2,4,1,3,2,2,3,4,2,4,1,4,1,5,1,5,5,2,3,4,2,4,2,3,1,4,4.0,0,Reserved
3186,3,22,1,1,1,1,US,3,3,4,4,3,3,4,4,3,3,1,5,1,5,1,1,2,2,2,1,2,4,2,4,2,4,2,4,5,3,4,4,4,3,3,2,4,2,2,4,4,1,4,2,4,2,5,4,3,4.0,3,Balanced
3187,6,20,1,2,1,5,GB,2,4,4,4,2,4,1,5,1,5,2,5,1,5,3,1,1,1,1,1,1,3,2,5,1,3,3,4,4,3,5,4,5,1,4,2,4,3,4,4,5,1,1,3,3,4,5,2,4,3.0,0,Reserved
3188,11,18,2,1,1,5,GB,1,2,4,2,4,2,4,3,3,3,5,1,5,3,5,3,5,2,5,3,2,5,1,5,1,5,4,5,5,4,5,1,5,1,5,2,5,1,5,4,3,2,4,1,4,2,3,1,4,4.0,1,Striver
3189,13,18,1,2,1,5,US,4,3,5,4,5,1,4,4,5,5,4,4,5,4,4,2,1,1,2,1,5,4,2,5,1,5,1,5,5,4,4,1,4,1,4,2,5,1,5,5,4,5,5,5,5,5,4,4,5,5.0,0,Reserved
3190,3,18,1,2,1,5,GB,3,2,4,3,3,4,3,4,2,3,4,3,5,2,2,4,4,3,3,2,1,5,2,5,1,4,2,4,5,3,4,2,4,3,2,2,4,2,4,4,3,3,2,2,2,5,3,3,4,3.0,2,Internalizer
3191,3,23,2,1,1,1,IL,3,3,3,3,1,2,2,2,4,5,4,4,2,3,2,4,1,5,4,3,2,4,2,4,2,4,3,3,4,2,2,4,3,5,1,2,1,5,1,1,4,2,5,4,5,1,4,5,5,5.0,1,Striver
3192,1,23,1,2,1,5,US,2,5,2,4,1,3,1,4,1,5,4,3,4,2,4,2,2,2,3,3,3,2,2,3,3,2,3,3,3,3,2,1,4,2,1,4,4,4,5,3,4,3,3,2,3,3,4,4,2,3.0,0,Reserved
3193,3,26,1,1,1,5,US,4,3,4,4,4,2,4,4,4,3,4,3,4,3,2,2,2,1,4,2,4,3,3,1,4,1,5,3,1,4,4,2,5,1,3,3,5,1,3,5,5,3,5,4,5,1,4,3,5,5.0,0,Reserved
3194,3,26,1,1,1,1,US,2,5,2,4,1,1,2,5,5,5,4,1,5,1,2,4,5,5,5,4,3,5,1,5,2,4,1,3,5,3,2,3,4,4,2,4,5,3,1,5,5,1,5,1,3,1,5,5,5,5.0,2,Internalizer
3195,13,37,1,2,1,3,GB,1,2,1,5,1,4,1,5,1,5,5,1,5,4,4,5,5,5,5,5,1,5,1,5,1,5,1,5,5,4,3,1,3,5,1,3,3,3,1,1,3,3,3,3,3,3,3,1,5,3.0,2,Internalizer
3196,3,35,1,2,1,2,US,3,1,3,3,5,2,3,3,3,1,5,1,4,3,2,2,4,4,3,2,1,4,1,5,1,1,2,4,5,4,5,3,2,1,3,1,5,1,5,4,5,1,5,1,5,2,5,5,4,5.0,1,Striver
3197,3,18,1,1,1,1,CA,5,2,4,2,4,1,4,3,5,4,4,4,3,4,4,3,2,2,4,1,1,5,1,5,1,5,1,4,5,5,4,5,3,2,2,4,3,3,4,4,5,1,4,1,4,2,4,5,5,5.0,3,Balanced
3198,3,14,1,2,3,1,US,2,4,2,5,2,3,2,5,1,5,4,3,5,1,5,4,4,3,4,5,3,1,3,3,4,3,5,1,3,3,3,1,5,3,5,1,5,1,5,4,5,1,5,1,4,2,4,5,4,4.0,0,Reserved
3199,11,26,2,1,2,5,ID,4,3,4,4,4,2,3,5,4,3,3,4,5,3,2,3,2,2,2,2,2,3,1,5,1,5,2,5,5,5,5,2,5,1,3,1,3,4,5,4,4,3,4,4,3,1,4,3,3,3.0,3,Balanced
3200,3,35,1,1,2,1,GB,4,4,2,5,1,4,4,5,1,5,5,1,5,1,4,5,5,4,4,5,1,4,3,4,1,5,2,4,4,2,4,1,5,4,1,1,5,1,4,5,3,3,4,3,3,4,3,4,5,2.0,2,Internalizer
3201,3,49,1,2,1,1,NZ,3,3,5,2,5,2,4,4,3,2,3,4,4,2,2,3,2,2,2,2,1,5,1,5,1,5,1,5,5,4,4,4,4,2,3,2,3,1,2,3,4,3,3,2,4,2,3,3,5,3.0,3,Balanced
3202,3,17,1,1,2,1,US,2,3,1,5,3,1,3,3,5,5,1,5,1,2,5,2,3,2,2,2,4,4,4,2,4,3,2,4,1,3,1,2,2,3,1,5,5,3,1,4,4,2,5,1,5,1,3,5,5,5.0,0,Reserved
3203,8,68,1,2,1,5,US,3,1,5,2,5,1,5,4,4,3,2,3,3,1,5,1,2,2,2,2,1,5,1,4,1,5,1,5,5,4,3,4,5,2,2,3,4,1,4,3,4,4,5,2,3,1,3,1,5,5.0,3,Balanced
3204,3,26,1,1,1,1,US,2,4,2,4,1,2,2,3,3,5,4,1,5,1,4,5,5,5,5,4,3,5,1,4,3,4,3,3,4,3,2,4,4,4,2,4,5,3,1,5,5,1,5,1,5,1,5,5,5,5.0,2,Internalizer
3205,3,22,1,1,1,1,US,2,4,2,4,2,2,2,2,4,5,3,4,4,3,2,2,2,4,2,2,1,4,1,5,1,4,2,4,4,3,5,3,4,2,5,2,4,1,4,5,4,3,4,2,5,2,5,4,4,4.0,3,Balanced
3206,3,28,2,2,1,2,BG,5,2,5,1,5,1,5,1,5,1,2,4,4,3,1,2,2,1,2,2,2,5,1,5,2,4,1,4,4,5,4,4,3,2,1,2,3,2,4,4,5,1,5,1,4,1,4,5,5,4.0,3,Balanced
3207,3,21,1,2,1,1,US,1,3,1,5,1,3,1,4,1,5,4,2,4,2,3,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,5,4,2,2,4,3,3,2,3,3,3,3,3,3,3,4,3,4,3.0,2,Internalizer
3208,3,19,1,2,1,1,US,2,3,3,3,2,3,2,4,2,3,4,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,4,3,3,3,3,3,3,2,3,2,2,1,2,4,1,3,2,3,1,4,3,3,3.0,0,Reserved
3209,3,18,1,1,2,1,GB,5,1,5,1,5,1,5,3,4,1,4,3,4,2,2,5,2,1,3,4,5,5,1,5,1,5,1,5,5,5,4,4,5,1,2,2,4,2,4,4,5,2,4,1,4,3,4,5,4,5.0,3,Balanced
3210,1,43,1,2,1,2,US,4,2,5,2,5,2,4,4,4,2,5,2,5,4,1,3,1,1,1,1,1,5,1,5,1,4,1,5,5,5,5,4,5,1,1,1,5,1,5,5,4,1,5,1,5,1,5,3,5,5.0,3,Balanced
3211,3,46,1,1,1,5,US,3,3,4,5,4,3,3,5,2,3,1,3,2,4,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,4,3,4,4,1,4,3,4,2,4,3,1,1,3,1,4,1,4,1,2,4.0,3,Balanced
3212,3,17,1,1,1,2,US,2,4,3,4,3,1,3,4,2,5,2,4,4,3,2,2,2,2,2,2,1,3,1,5,2,4,2,4,5,3,4,4,4,2,2,4,4,2,4,4,4,2,4,2,5,2,4,3,4,4.0,3,Balanced
3213,3,30,2,2,1,1,CA,1,5,4,4,4,4,3,5,2,4,5,3,4,2,4,4,5,5,5,4,1,5,1,4,1,4,1,4,4,5,5,2,5,1,4,1,5,1,5,5,4,1,5,2,4,1,5,4,5,4.0,2,Internalizer
3214,3,16,1,1,1,2,GB,1,5,1,5,3,5,3,5,2,5,4,4,4,3,3,5,5,5,4,3,1,4,3,3,5,4,3,3,4,3,1,3,3,4,4,4,3,3,3,4,1,3,4,2,4,2,2,1,4,3.0,2,Internalizer
3215,3,26,1,2,1,1,US,2,2,4,4,4,1,1,3,1,5,4,4,5,2,4,4,4,4,4,3,2,4,2,3,2,4,2,4,5,4,4,3,5,5,2,2,5,2,3,4,5,2,5,3,5,2,4,5,5,5.0,1,Striver
3216,3,25,1,1,1,3,GB,3,1,1,2,4,1,5,3,4,5,5,1,4,2,5,5,5,5,5,4,4,4,4,2,1,4,3,5,2,3,1,4,4,3,1,4,4,4,1,3,4,5,4,4,5,2,3,3,5,4.0,1,Striver
3217,3,34,2,2,1,5,BR,2,5,3,5,5,2,1,3,5,5,1,2,5,1,1,1,1,1,1,1,2,3,1,5,2,5,2,5,5,5,3,1,5,1,5,1,5,3,4,5,4,1,5,2,5,1,4,2,3,4.0,3,Balanced
3218,3,34,2,1,1,5,CA,2,3,4,2,2,2,1,5,3,5,3,4,4,3,3,3,3,2,4,2,1,5,1,4,2,4,2,5,4,4,4,3,4,2,3,3,4,4,4,4,4,2,5,2,4,2,4,3,4,4.0,3,Balanced
3219,3,16,1,2,1,5,US,2,1,5,2,5,2,5,4,4,2,4,3,4,4,2,2,4,2,4,1,1,5,3,5,2,3,1,4,5,5,3,4,5,1,3,4,2,1,2,5,5,2,4,4,3,1,4,5,4,5.0,3,Balanced
3220,3,42,1,2,1,5,US,3,1,5,2,5,2,5,2,5,3,4,4,4,3,3,2,3,2,4,2,1,5,1,4,1,4,1,4,5,5,4,4,2,2,4,1,5,1,4,4,4,4,4,3,4,3,2,3,4,4.0,3,Balanced
3221,4,20,2,1,1,1,IN,2,3,3,4,4,2,4,3,4,5,1,2,5,3,4,5,3,3,2,3,1,5,1,5,1,5,1,3,5,4,4,1,5,3,4,1,5,3,1,5,2,1,5,1,4,1,5,2,5,5.0,1,Striver
3222,13,18,2,1,1,1,BE,2,3,3,4,4,4,1,5,2,5,4,3,5,3,3,4,2,2,1,2,1,4,1,5,1,5,1,5,4,4,3,1,3,2,1,4,2,3,2,3,3,2,5,2,3,1,4,2,3,3.0,2,Internalizer
3223,11,15,1,2,1,1,US,1,5,5,5,1,5,1,5,1,5,5,5,2,5,2,4,5,5,5,5,5,1,4,1,5,1,5,1,1,1,4,4,5,2,1,3,3,3,1,4,5,4,5,3,3,1,4,3,5,3.0,0,Reserved
3224,4,17,1,2,1,1,US,3,1,5,2,5,2,5,4,5,3,3,3,5,5,3,4,4,4,2,5,1,5,1,5,2,5,2,5,5,5,2,3,3,4,5,5,3,3,3,4,3,3,4,2,2,2,4,3,5,2.0,1,Striver
3225,11,20,2,2,1,2,PH,4,1,5,2,5,2,3,3,4,3,4,3,4,4,5,2,3,2,2,2,1,5,2,4,2,5,1,4,4,3,4,3,4,4,1,4,3,2,3,3,3,3,5,3,4,1,3,3,5,4.0,3,Balanced
3226,3,19,1,2,1,1,US,5,1,5,2,5,1,5,1,5,3,3,2,3,1,3,3,3,4,3,1,1,5,1,5,1,5,1,3,5,5,3,1,3,1,2,2,5,3,5,5,1,3,4,2,5,1,2,2,5,5.0,1,Striver
3227,3,28,1,2,1,1,AU,3,2,3,3,4,3,3,2,3,4,3,2,4,2,3,4,3,3,4,3,2,4,2,4,2,4,2,4,4,3,4,3,5,3,2,2,4,1,3,4,5,3,5,3,4,4,5,5,4,3.0,2,Internalizer
3228,1,16,2,3,1,5,BR,3,4,2,4,1,2,1,3,3,5,4,2,5,2,3,3,3,3,4,4,4,4,4,2,3,1,2,3,2,4,3,4,5,4,1,5,4,3,2,2,4,4,4,4,4,2,3,3,5,5.0,2,Internalizer
3229,1,20,2,2,1,1,US,2,2,4,5,4,1,5,1,5,3,5,4,5,2,5,5,5,5,5,5,3,4,4,3,4,5,1,3,3,4,3,2,4,4,4,5,5,2,2,4,3,1,5,1,3,1,5,3,5,4.0,1,Striver
3230,3,28,1,2,1,1,US,3,2,2,4,2,2,1,4,1,4,5,1,5,1,5,5,5,5,5,5,2,4,2,3,2,4,1,4,2,3,5,3,5,1,5,2,5,2,5,5,2,2,3,2,4,2,4,2,2,4.0,2,Internalizer
3231,13,23,1,2,1,1,US,2,3,2,4,2,4,2,4,1,4,5,2,4,5,5,5,5,5,1,5,2,2,2,4,2,5,2,4,4,3,2,2,3,3,2,3,3,3,1,2,2,4,2,3,3,3,3,2,5,2.0,2,Internalizer
3232,3,54,1,2,1,1,AU,2,1,5,2,5,1,4,2,5,2,1,5,1,4,1,1,1,1,3,1,3,5,2,2,2,2,1,4,2,4,2,5,2,1,1,3,3,1,4,2,5,4,5,3,4,1,4,4,4,5.0,0,Reserved
3233,13,30,2,1,1,1,AR,3,5,3,2,5,2,5,4,5,3,1,3,3,4,2,3,3,3,2,3,2,5,2,4,1,4,1,4,2,2,3,3,4,4,3,3,4,2,2,5,2,1,4,1,4,1,4,2,5,5.0,3,Balanced
3234,3,23,1,1,1,2,US,4,1,5,1,5,2,5,2,5,2,3,3,3,4,3,1,3,3,3,2,3,5,2,3,3,4,2,3,4,5,4,1,3,1,4,1,4,2,4,4,4,2,3,3,4,2,4,4,4,4.0,3,Balanced
3235,3,20,1,2,1,1,US,1,1,5,2,4,1,2,3,3,2,4,4,2,4,2,2,2,1,5,1,2,3,5,3,3,4,3,2,2,3,4,2,4,4,1,5,3,1,4,3,5,1,5,5,4,1,4,4,4,4.0,0,Reserved
3236,3,40,1,2,1,1,US,4,1,5,1,5,1,5,2,5,2,3,4,4,2,2,3,2,1,2,2,1,5,1,5,1,5,1,5,5,5,3,4,4,1,3,2,4,2,5,5,4,3,3,3,3,3,5,4,4,3.0,3,Balanced
3237,13,52,1,2,1,1,US,1,5,1,5,1,5,1,5,1,5,5,3,5,3,5,5,4,4,4,3,1,3,1,5,3,5,5,4,5,5,3,4,3,2,3,5,5,2,5,4,3,5,3,5,3,4,1,3,4,1.0,2,Internalizer
3238,12,25,1,1,1,1,US,5,1,5,2,5,2,5,3,5,2,4,2,2,3,3,3,2,2,4,2,4,4,4,5,1,3,1,5,5,5,1,4,4,1,2,2,4,3,2,5,4,4,4,3,5,1,3,3,4,5.0,1,Striver
3239,3,23,1,1,1,1,AU,4,2,4,1,4,2,5,3,4,2,3,5,3,4,3,3,2,2,2,2,2,5,2,4,2,5,1,4,4,4,4,3,4,3,4,3,4,2,4,4,4,2,2,1,4,3,4,4,5,4.0,3,Balanced
3240,11,18,2,2,1,2,PH,3,1,5,3,5,1,5,2,4,5,3,3,4,3,2,4,1,3,3,3,4,5,2,3,2,4,2,5,5,5,3,1,3,3,3,2,2,2,3,3,2,4,3,4,2,3,3,1,3,2.0,0,Reserved
3241,0,37,1,2,1,2,CA,1,3,5,2,5,2,4,5,5,2,1,4,1,1,1,1,1,1,1,1,1,5,1,5,1,4,1,5,4,5,4,1,5,1,5,1,5,1,5,5,5,1,2,2,4,2,5,3,5,5.0,3,Balanced
3242,3,26,1,2,1,5,US,2,4,4,4,3,2,2,4,3,4,3,3,3,2,2,2,2,2,2,3,2,4,2,5,2,4,2,4,4,4,4,2,4,2,4,2,4,1,4,4,4,2,4,2,4,2,4,3,5,4.0,3,Balanced
3243,3,25,1,2,1,5,US,4,2,2,2,4,2,2,2,4,4,2,4,2,2,1,1,2,2,1,4,1,4,1,4,1,4,1,4,5,4,2,2,2,1,2,2,4,2,4,1,4,1,5,1,4,1,5,4,5,5.0,1,Striver
3244,3,25,1,2,1,5,US,4,2,4,3,4,2,4,3,4,4,1,4,3,3,1,2,3,2,2,3,1,5,1,5,1,4,1,5,5,5,4,3,5,2,2,3,4,1,5,4,5,1,5,1,4,1,5,5,5,5.0,3,Balanced
3245,3,37,1,1,1,1,CA,4,1,5,1,5,1,5,1,5,1,4,3,3,3,2,3,3,3,3,2,1,5,1,5,1,4,1,5,5,5,4,4,5,2,3,4,5,2,3,3,5,2,4,3,4,1,5,5,5,5.0,3,Balanced
3246,1,29,2,2,1,1,US,4,1,5,1,5,1,5,1,5,1,3,4,2,1,3,1,2,2,1,1,2,5,1,5,1,5,1,4,5,5,5,4,5,3,3,3,5,1,4,5,5,3,5,3,5,1,5,5,4,5.0,3,Balanced
3247,3,20,2,1,2,1,IL,4,3,5,3,5,1,4,4,5,1,1,4,2,5,3,1,1,1,2,1,5,1,5,1,5,1,4,2,2,5,5,2,5,1,3,1,5,1,1,4,5,1,5,1,5,1,5,5,5,5.0,0,Reserved
3248,3,43,1,1,1,1,US,4,3,3,3,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,4,3,3,3,3,4,4,3,2,2,2,4,2,2,3,5,2,4,2,4,2,4,4,3,4.0,0,Reserved
3249,13,26,1,1,1,2,US,3,2,4,3,4,2,5,5,2,3,1,5,3,1,1,3,1,1,3,1,3,4,2,1,4,3,3,3,4,5,4,3,5,1,3,1,5,3,5,3,3,2,5,3,3,1,4,3,5,4.0,3,Balanced
3250,3,17,1,1,1,1,AE,4,3,4,3,3,3,5,4,5,4,4,3,4,2,4,4,4,2,4,3,1,4,4,4,2,4,1,4,5,3,4,2,5,2,2,5,5,3,4,4,3,2,3,1,5,5,4,2,4,5.0,1,Striver
3251,3,26,1,2,1,1,US,2,2,5,2,5,2,5,4,1,2,2,5,4,5,2,1,1,1,1,1,1,5,1,5,1,5,1,4,4,5,5,1,5,1,5,1,5,1,4,2,5,1,4,1,4,1,5,4,4,5.0,3,Balanced
3252,3,21,1,2,1,1,US,5,1,5,1,5,1,5,1,5,1,5,1,4,4,2,4,5,4,4,2,1,5,3,4,1,3,2,5,4,4,2,4,3,1,1,4,3,3,2,5,5,2,4,1,5,1,4,5,4,5.0,1,Striver
3253,13,21,2,2,1,1,PH,2,3,3,5,4,2,2,3,5,4,1,4,4,3,2,2,1,1,2,2,5,5,1,5,1,5,1,2,5,3,4,3,5,3,5,1,2,2,5,4,4,1,4,1,5,3,4,1,5,5.0,3,Balanced
